Grado,Apellido Paterno,Apellido Materno,Nombre,Nivel,Institución de Adscripción,Área del Conocimiento
DRA.,VUKASINAC,sin apellido Materno,TATJANA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,VILLEGAS,MORENO,HECTOR JAVIER ANSELMO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SCHUBERT,BAUMGARTEL,CHRISTIAN JOHAHNES FRIEDR,3,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,RIVERA,ROJAS,JOSE LUIS,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CHOQUE,RIVERO,ABDON EDDY,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HERNANDEZ,HERNANDEZ,FERNANDO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,GUZMAN,MURILLO,FRANCISCO SHIDARTHA,3,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,GONZALEZ,CERVERA,JOSE ANTONIO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,OSUNA,CASTRO,CARLOS OSVALDO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,TESSIERI,sin apellido Materno,LUCA,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,LOPEZ,LOPEZ,JORGE LUIS,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,RAYA,MONTAÑO,ALFREDO,3,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,BAYARD,sin apellido Materno,PIERRE MICHEL,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,DOMINGUEZ,VAZQUEZ,GABRIELA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,DOMINGUEZ,MOTA,FRANCISCO JAVIER,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,MARQUEZ,BENAVIDES,LILIANA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,ALFARO,CUEVAS VILLANUEVA,RUTH,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SARBACH,sin apellido Materno,OLIVIER CHARLES ALBERT,3,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ARROYO,ALBITER,MANUEL,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,RAMIREZ,ZAVALETA,FERNANDO IGUAZU,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,LOPEZ,GRANADOS,ERNA MARTHA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HERNANDEZ,MADRIGAL,VICTOR MANUEL,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,LAHYANE,sin apellido Materno,MUSTAPHA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,WAGNER,sin apellido Materno,ELMAR,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ARTEAGA,VELAZQUEZ,JUAN CARLOS,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MONTAÑO,DOMINGUEZ,JAVIER,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MARTINEZ,TORRES,PABLO GENARO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,DIAZ,MARIN,HOMERO GEOVANI,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,LEON,SOTO,GERARDO,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HERNANDEZ,GUZMAN,RAFAEL,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MORA,LUNA,REFUGIO RIGEL,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,NAVARRO,SANTOS,PEDRO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ESTRADA,CHAVEZ,FRANCISCO,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,FIGUEROA,SOTO,ANGEL GREGORIO,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,GONZALEZ,ARQUEROS,MARIA LOURDES,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MUÑIZ,JAUREGUI,JESUS ARTURO,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ROJAS,HERNANDEZ,REYNALDO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,VAZQUEZ,ROSAS,RICARDO,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,RENDON,LOPEZ,MARTHA BEATRIZ,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ROMERO,ARIAS,JOSE ROBERTO,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SANCHEZ,DIAZ,GERARDO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,URIBE,SALAS,JOSE ALFREDO,3,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CORTES,ZAVALA,MARIA TERESA,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,RAMIREZ,COBIAN,MARIO TEODORO,3,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,SILVA,RIQUER,JORGE,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,TREJO,BARAJAS,DENI,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,RODRIGUEZ,DIAZ,MARIA DEL ROSARIO,3,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,LANDAVAZO,ARIAS,MARCO ANTONIO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,TORRES,GARIBAY,LUIS ALBERTO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,SANCHEZ,ANDRES,AGUSTIN,3,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GONZALEZ,VIDAL,JUAN CARLOS,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PEREZ,ALVAREZ,BERNARDO ENRIQUE,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,AZEVEDO,SALOMAO,EUGENIA MARIA,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,ETTINGER,MC ENULTY,CATHERINE ROSE,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CORTES,ZAVALA,JOSE CARLOS,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MENDEZ,PUGA,ANA MARIA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ALVAREZ-CIENFUEGOS,FIDALGO,JUAN,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,PINEDA,SOTO,ZENAIDA ADRIANA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GUZMAN,PEREZ,MOISES,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MARIN,TELLO,MA. ISABEL,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,URREGO,ARDILA,MIGUEL ANGEL,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GAVIRA,MARQUEZ,MARIA CONCEPCION,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GONZALEZ,DI PIERRO,EDUARDO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MIRANDA,ARRIETA,EDUARDO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,OROPEZA,TENA,ROBERTO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,DOSIL,MANCILLA,FRANCISCO JAVIER,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GARCIA,ESPINOZA,SALVADOR,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GARCIA,NARANJO,FRANCISCO ALEJANDRO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GONZALEZ,HERNANDEZ,RAUL EDUARDO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PEREZ,ACEVEDO,MARTIN,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,RIVERO,REYNALDOS,LISETTE GRISELDA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,RAMIREZ,BARRETO,ANA CRISTINA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GOMEZ,MENDOZA,ORIEL,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MIJANGOS,DIAZ,EDUARDO NOMELI,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,HIRIART,PARDO,CARLOS ALBERTO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CORTES,MAXIMO,JUAN CARLOS,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,RIVERA,HEREDIA,MARIA ELENA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GUDAYOL,FERRE,ESTEBAN,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,VARGAS,GARDUÑO,MARIA DE LOURDES,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GUTIERREZ,LOPEZ,MIGUEL ANGEL,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GONZALEZ,GOMEZ,CLAUDIA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MARTINEZ,AYALA,JORGE AMOS,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GARCIA,GOMEZ,ARTURO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PADROS,BLAZQUEZ,FERRAN,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PARDO,FERNANDEZ,RODRIGO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,FUENTES,FARIAS,FRANCISCO JAVIER,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,SAENZ,VALADEZ,ADRIANA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PAVON,CUELLAR,DAVID,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MERCADO,LOPEZ,EUGENIO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,HERRERA,LEON,FABIAN,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PEREZ,ESCUTIA,RAMON ALONSO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,VILLA,SANCHEZ,JOSE ALFONSO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,LUCAS,HERNANDEZ,AMARUC,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,OJEDA,DAVILA,LORENA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GONZALEZ,DI PIERRO,CARLOS,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,LOPEZ,PENALOZA,JUDITH,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GONZALEZ,BETANZOS,FABIOLA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GARCIA,ROMERO,MARCELA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ROJAS,MALDONADO,ERICK RADAI,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,VILLUENDAS,GONZALEZ,ERWIN ROGELIO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,SANCHEZ,AMARO,LUIS,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CEDEÑO,PEGUERO,MARIA GUADALUPE,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MENDEZ,MORENO,CARLOS DOMINGO,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CARREON,NIETO,MARIA DEL CARMEN,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,FERREIRA,GONZALEZ,JESUS EMMANUEL,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CHAVEZ,CARBAJAL,MARIA GUADALUPE,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,NUÑEZ,ALTAMIRANO,RUBEN DARIO,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ALMARZA,VILLALOBOS,ANGEL RAFAEL,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,TORRES,VEGA,JOSE MARTIN,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MENDOZA,SOLIS,EMILIANO JOSE,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MARTINEZ,AGUILAR,JOSE MANUEL,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,LOPEZ,LOPEZ,MARINA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,VARGAS,CHAVEZ,JAIME ALBERTO,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PANDO,MORENO,ADAN,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,LIZARRAGA,GOMEZ,ADOLFO,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MEDINA,PACHECO,BELEM,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GOMEZ,CAMPOS,RUBI DE MARIA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,BEDOLLA,BECERRIL,JOSE EGBERTO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,SERRATO,RODRIGUEZ,JUAN,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,JARA,GUERRERO,JOSE MANUEL,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,FLORES,ROMERO,JUAN JOSE,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,SERNA,GONZALEZ,MEDARDO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,FUERTE,ESQUIVEL,CLAUDIO RUBEN,3,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,RICO,CERDA,JOSE LUIS,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,DOMINGUEZ,ALMARAZ,GONZALO MARIANO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,MEDINA,RIOS,J AURELIO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,VIRAMONTES,GAMBOA,GONZALO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,RICO,MELGOZA,J JESUS,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,MAYA,YESCAS,RAFAEL,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,CASTRO,MONTOYA,AGUSTIN JAIME,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,CONTRERAS,GARCIA,MARIA EUGENIA DE LA SALUD,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,GARNICA,ROMO,MA. GUADALUPE,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,VERDUZCO,MARTINEZ,JORGE ALEJANDRO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,BEDOLLA,JACUINDE,ARNOLDO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,RUTIAGA,QUIÑONES,JOSE GUADALUPE,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,BEJAR,GOMEZ,LUIS,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,ZARATE,MEDINA,JUAN,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,ESPINOSA,MEDINA,MARCO ANTONIO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,LEMUS,RUIZ,JOSE,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,LEON,PATIÑO,CARLOS ALBERTO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,AGUILAR,REYES,ENA ATHENEA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,ALONSO,GUZMAN,ELIA MERCEDES,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
